,nr_serie,istation,idate,fdate,icarreira,isentido,ivariante,fstation,fcarreira,fsentido,fvariante,transfer_count,transfer_sum_time,transfer_sum_distance,travel_time,travel_distance,trust,cod_titulo,itaz,ftaz
247,NA,205,NA,NA,727,ASC,0,13112,727,ASC,0,0,0,0,1085,0,67,3033581,Alvalade (Alvalade),Ajuda (Ajuda | Sul)
248,NA,1211,NA,NA,706,DESC,0,917,28E,DESC,8,1,1757,95.6,2420,0,100,3033581,Santo Antonio (Sao Mamede),Santa Maria Maior (Baixa)
249,NA,1212,NA,NA,712,DESC,0,1201,712,DESC,0,0,0,0,80,0,100,3033581,Santo Antonio (Sao Mamede),Santo Antonio (Sao Jose)
250,NA,5601,NA,NA,737,ASC,0,13807,737,ASC,0,0,0,0,134,0,61,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Castelo)
251,NA,5510,NA,NA,794,ASC,0,9822,794,ASC,0,0,0,0,326,0,100,3033581,Santa Maria Maior (Baixa),Penha de Franca (Sao Joao)
252,NA,8017,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,666,0,66,3033581,Estrela (Alcantara),Santa Maria Maior (Baixa)
253,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
254,NA,9807,NA,NA,718,DESC,0,7805,782,ASC,0,1,894,0,1612,0,100,3033581,Penha de Franca (Sao Joao),Parque das Nacoes (Estacao Oriente)
255,NA,5510,NA,NA,794,ASC,0,9822,794,ASC,0,0,0,0,326,0,100,3033581,Santa Maria Maior (Baixa),Penha de Franca (Sao Joao)
256,NA,8017,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,666,0,66,3033581,Estrela (Alcantara),Santa Maria Maior (Baixa)
257,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
258,NA,9807,NA,NA,718,DESC,0,7805,782,ASC,0,1,902,0,1620,0,100,3033581,Penha de Franca (Sao Joao),Parque das Nacoes (Estacao Oriente)
259,NA,13810,NA,NA,737,DESC,0,5602,737,DESC,0,0,0,0,310,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
260,NA,5604,NA,NA,28E,ASC,8,1220,732,DESC,0,3,4558,885.9,4957,0,90,3033581,Santa Maria Maior (Baixa),Santo Antonio (Sao Jose)
261,NA,1010,NA,NA,736,ASC,0,1901,736,ASC,0,0,0,0,300,0,96,3133592,Santa Maria Maior (Baixa),Avenidas Novas (Campo Pequeno | Este)
262,NA,3802,NA,NA,728,DESC,0,7102,728,DESC,0,0,0,0,35,0,88,3133592,Misericordia (Sao Paulo),Misericordia (Sao Paulo)
263,NA,13507,NA,NA,764,ASC,0,10808,764,ASC,0,0,0,0,999,0,100,3032779,Alvalade (Hospital Santa Maria | Este),Benfica (Colegio Militar/Luz)
264,NA,5704,NA,NA,736,DESC,0,1102,736,DESC,0,0,0,0,387,0,100,3133592,Alvalade (Campo Grande),Santo Antonio (Sao Jose)
265,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3133592,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
266,NA,912,NA,NA,737,ASC,0,5601,737,ASC,0,0,0,0,88,0,70,3133592,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
267,NA,1514,NA,NA,756,ASC,0,9425,756,ASC,0,0,0,0,356,0,100,3032779,Campolide (Praca Espanha | Norte),Alcantara (Santo Amaro | Sul)
268,NA,9415,NA,NA,756,DESC,0,1511,756,DESC,0,0,0,0,351,0,100,3032779,Estrela (Alcantara),Campolide (Praca Espanha | Norte)
269,NA,1209,NA,NA,748,ASC,0,1223,748,ASC,0,0,0,0,79,0,70,3032779,Avenidas Novas (Parque Eduardo VII),Avenidas Novas (Parque Eduardo VII)
270,NA,801,NA,NA,28E,ASC,8,10514,28E,ASC,8,0,0,0,556,0,89,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
271,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
272,NA,801,NA,NA,28E,ASC,8,817,28E,ASC,8,0,0,0,20,0,81,3133592,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
273,NA,801,NA,NA,28E,ASC,8,817,28E,ASC,8,0,0,0,20,0,81,3133592,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
274,NA,6716,NA,NA,773,ASC,0,9414,773,ASC,0,0,0,0,481,0,100,3133592,Misericordia (Bairro Alto),Estrela (Alcantara)
275,NA,9414,NA,NA,773,DESC,0,6715,773,DESC,0,0,0,0,464,0,100,3133592,Estrela (Alcantara),Misericordia (Bairro Alto)
276,NA,94903,NA,NA,751,DESC,0,4210,751,DESC,0,0,0,0,312,0,100,3133592,,
277,NA,3804,NA,NA,706,ASC,0,2133,706,ASC,0,0,0,0,981,0,100,3133592,Misericordia (Sao Paulo),Sao Vicente de Fora (Sao Vicente)
278,NA,13810,NA,NA,737,DESC,0,5602,737,DESC,0,0,0,0,310,0,83,3133592,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
279,NA,13810,NA,NA,737,DESC,0,5602,737,DESC,0,0,0,0,310,0,83,3133592,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
280,NA,8101,NA,NA,720,DESC,0,8517,774,DESC,0,3,2056,,2771,0,,31900,Estrela (Estrela),Campo de Ourique (Amoreiras)
281,NA,14311,NA,NA,748,DESC,0,1224,748,DESC,0,0,0,0,623,0,67,3133592,,Santo Antonio (Sao Mamede)
282,NA,5515,NA,NA,15E,ASC,5,9611,15E,ASC,5,0,0,0,1089,0,100,3032779,Santa Maria Maior (Baixa),Belem (Belem | Oeste)
283,NA,9611,NA,NA,18E,DESC,8,3803,18E,DESC,8,0,0,0,518,0,48,3032779,Belem (Belem | Oeste),Misericordia (Sao Paulo)
284,NA,13405,NA,NA,742,DESC,0,9801,742,DESC,0,0,0,0,1106,0,100,3032779,Ajuda (Ajuda | Sul),Penha de Franca (Sao Joao)
285,NA,4115,NA,NA,15E,DESC,5,917,15E,DESC,5,0,0,0,557,0,100,3032779,Belem (Belem | Este),Santa Maria Maior (Baixa)
286,NA,9802,NA,NA,742,ASC,1,13406,742,ASC,1,0,0,0,1510,0,100,3032779,Penha de Franca (Sao Joao),Alcantara (Santo Amaro | Sul)
287,NA,1206,NA,NA,736,DESC,0,908,736,DESC,0,0,0,0,167,0,67,3032779,Avenidas Novas (Parque Eduardo VII),Santa Maria Maior (Baixa)
288,NA,50022,NA,NA,747,DESC,0,5827,747,DESC,0,0,0,0,485,0,100,3133592,Lumiar (Telheiras | Oeste),Lumiar (Telheiras | Este)
289,NA,5827,NA,NA,747,ASC,0,50021,747,ASC,0,0,0,0,330,0,100,3133592,Lumiar (Telheiras | Este),Lumiar (Telheiras | Norte)
290,NA,11302,NA,NA,755,DESC,0,3706,755,DESC,0,0,0,0,737,0,100,3133592,Alvalade (Alvalade),Marvila (Chelas)
291,NA,3703,NA,NA,755,ASC,0,11321,755,ASC,0,0,0,0,926,0,100,3133592,Marvila (Chelas),Alvalade (Avenida do Brasil)
292,NA,5519,NA,NA,760,DESC,3,9212,760,DESC,3,0,0,0,470,0,100,31900,Santa Maria Maior (Baixa),Arroios (Anjos)
293,NA,5519,NA,NA,760,DESC,3,9212,760,DESC,3,0,0,0,470,0,100,31900,Santa Maria Maior (Baixa),Arroios (Anjos)
294,NA,9211,NA,NA,760,ASC,0,5502,760,ASC,0,0,0,0,165,0,100,31900,Arroios (Anjos),Santa Maria Maior (Baixa)
295,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3032779,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
296,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3032779,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
297,NA,7602,NA,NA,783,DESC,0,1814,783,DESC,0,0,0,0,661,0,100,3133592,Lumiar (Aeroporto),Avenidas Novas (Avenidas Novas | Este)
298,NA,12105,NA,NA,727,DESC,0,1713,727,DESC,0,0,0,0,497,0,100,3133592,Alcantara (Santo Amaro | Sul),Arroios (Estefania)
299,NA,12105,NA,NA,756,DESC,0,1915,756,DESC,0,0,0,0,682,0,54,3133592,Alcantara (Santo Amaro | Sul),Avenidas Novas (Avenidas Novas | Este)
300,NA,12410,NA,NA,727,DESC,0,12105,727,DESC,0,0,0,0,537,0,100,3133592,Ajuda (Restelo),Alcantara (Santo Amaro | Sul)
301,NA,1704,NA,NA,727,ASC,0,12110,727,ASC,0,0,0,0,500,0,100,3133592,Avenidas Novas (Picoas),Alcantara (Santo Amaro | Sul)
302,NA,1810,NA,NA,727,ASC,0,12110,727,ASC,0,0,0,0,573,0,100,3133592,Avenidas Novas (Avenidas Novas | Este),Alcantara (Santo Amaro | Sul)
303,NA,1214,NA,NA,727,ASC,0,3908,727,ASC,0,1,709,0,973,0,100,3033581,Santo Antonio (Sao Mamede),Estrela (Lapa)
304,NA,3812,NA,NA,736,ASC,0,1205,736,ASC,0,0,0,0,309,0,87,3033581,Misericordia (Sao Paulo),Santo Antonio (Sao Jose)
305,NA,3907,NA,NA,714,DESC,0,13803,28E,DESC,8,1,2147,308.6,2420,0,92.5,3033581,Estrela (Lapa),Santa Maria Maior (Castelo)
306,NA,8202,NA,NA,728,DESC,4,3802,728,DESC,4,0,0,0,151,0,100,3033581,Santa Maria Maior (Castelo),Misericordia (Sao Paulo)
307,NA,1209,NA,NA,711,ASC,0,8703,711,ASC,0,0,0,0,375,0,100,3133592,Avenidas Novas (Parque Eduardo VII),Benfica (Monsanto | Norte)
308,NA,8704,NA,NA,711,DESC,0,1006,711,DESC,0,0,0,0,855,0,100,3133592,Benfica (Monsanto | Norte),Santa Maria Maior (Baixa)
309,NA,1202,NA,NA,712,ASC,0,4005,712,ASC,0,0,0,0,1128,0,100,3033600,Santo Antonio (Sao Jose),Estrela (Alcantara)
310,NA,1202,NA,NA,712,ASC,0,4005,712,ASC,0,0,0,0,1128,0,100,3033581,Santo Antonio (Sao Jose),Estrela (Alcantara)
311,NA,5519,NA,NA,732,DESC,0,1220,732,DESC,0,0,0,0,215,0,100,3033581,Santa Maria Maior (Baixa),Santo Antonio (Sao Jose)
312,NA,5519,NA,NA,732,DESC,0,1220,732,DESC,0,0,0,0,215,0,100,3033581,Santa Maria Maior (Baixa),Santo Antonio (Sao Jose)
313,NA,3812,NA,NA,736,ASC,0,901,736,ASC,0,0,0,0,152,0,76,3033581,Misericordia (Sao Paulo),Santa Maria Maior (Baixa)
314,NA,817,NA,NA,12E,CIRC,0,5602,12E,CIRC,0,0,0,0,126,0,36,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
315,NA,3812,NA,NA,736,ASC,0,901,736,ASC,0,0,0,0,152,0,76,3033581,Misericordia (Sao Paulo),Santa Maria Maior (Baixa)
316,NA,817,NA,NA,12E,CIRC,0,5602,12E,CIRC,0,0,0,0,126,0,36,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
317,NA,13112,NA,NA,729,DESC,0,3014,764,ASC,0,1,1216,0,2108,0,100,3133592,Ajuda (Ajuda | Sul),
318,NA,13114,NA,NA,729,DESC,0,2808,729,DESC,0,0,0,0,697,0,26,3133592,Ajuda (Restelo),Benfica (Benfica | Sul)
319,NA,3015,NA,NA,764,DESC,0,13111,729,ASC,0,1,1674,16.7,2762,0,100,3133592,,Ajuda (Restelo)
320,NA,8823,NA,NA,764,DESC,0,13113,729,ASC,0,1,282,16.7,1308,0,100,3133592,,Ajuda (Restelo)
321,NA,5829,NA,NA,701,ASC,0,13508,701,ASC,0,0,0,0,347,0,95,3133592,Lumiar (Telheiras | Este),Alvalade (Hospital Santa Maria | Este)
322,NA,3802,NA,NA,15E,ASC,5,7102,15E,ASC,5,0,0,0,88,0,62,3133592,Misericordia (Sao Paulo),Misericordia (Sao Paulo)
323,NA,5808,NA,NA,736,DESC,0,1102,736,DESC,0,0,0,0,467,0,100,315920,Lumiar (Telheiras | Este),Santo Antonio (Sao Jose)
324,NA,13810,NA,NA,737,DESC,0,912,737,DESC,0,0,0,0,451,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
325,NA,13810,NA,NA,737,DESC,0,912,737,DESC,0,0,0,0,451,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
326,NA,1809,NA,NA,736,ASC,0,5811,736,ASC,0,0,0,0,346,0,100,3133592,Avenidas Novas (Avenidas Novas | Este),Lumiar (Parque Europa)
327,NA,3812,NA,NA,736,ASC,0,1809,736,ASC,0,0,0,0,437,0,100,3133592,Misericordia (Sao Paulo),Avenidas Novas (Avenidas Novas | Este)
328,NA,5814,NA,NA,736,DESC,0,3812,736,DESC,0,0,0,0,719,0,100,3133592,Lumiar (Lumiar | Sul),Misericordia (Sao Paulo)
329,NA,2805,NA,NA,729,ASC,0,9610,729,ASC,0,0,0,0,915,0,100,3032779,Benfica (Benfica | Sul),Belem (Belem | Oeste)
330,NA,4215,NA,NA,15E,DESC,1,3803,15E,DESC,4,1,1539,117.4,2323,0,74,3032779,,Misericordia (Sao Paulo)
331,NA,5515,NA,NA,15E,ASC,5,4215,15E,ASC,1,1,889,0,2279,0,100,3032779,Santa Maria Maior (Baixa),
332,NA,2805,NA,NA,729,ASC,0,9610,729,ASC,0,0,0,0,915,0,100,3032779,Benfica (Benfica | Sul),Belem (Belem | Oeste)
333,NA,2712,NA,NA,701,ASC,0,8507,701,ASC,0,0,0,0,166,0,24,3032779,Campolide (Praca Espanha | Norte),Campolide (Campolide)
334,NA,10706,NA,NA,754,ASC,0,10822,754,ASC,0,0,0,0,191,0,87,3133592,Sao Domingos de Benfica (Sao Domingos de Benfica),Benfica (Colegio Militar/Luz)
335,NA,10803,NA,NA,758,DESC,0,10705,758,DESC,0,0,0,0,138,0,100,3133592,Benfica (Colegio Militar/Luz),Sao Domingos de Benfica (Sao Domingos de Benfica)
336,NA,1203,NA,NA,746,ASC,0,1621,746,ASC,0,0,0,0,355,0,100,3133592,Avenidas Novas (Parque Eduardo VII),Sao Domingos de Benfica (Sete Rios | Sul)
337,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3133592,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
338,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3133592,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
339,NA,9105,NA,NA,726,ASC,0,1503,726,ASC,0,0,0,0,363,0,67,3032779,Penha de Franca (Penha Franca),Avenidas Novas (Campo Pequeno | Oeste)
340,NA,1814,NA,NA,783,DESC,1,1223,783,DESC,1,0,0,0,180,0,64,3133592,Avenidas Novas (Avenidas Novas | Este),Avenidas Novas (Parque Eduardo VII)
341,NA,8518,NA,NA,783,ASC,1,1809,783,ASC,1,0,0,0,240,0,100,3133592,Campo de Ourique (Amoreiras),Avenidas Novas (Avenidas Novas | Este)
342,NA,1211,NA,NA,706,DESC,0,3803,706,DESC,0,0,0,0,297,0,100,3133592,Santo Antonio (Sao Mamede),Misericordia (Sao Paulo)
343,NA,3802,NA,NA,15E,ASC,5,9611,15E,ASC,5,0,0,0,1016,0,100,3133592,Misericordia (Sao Paulo),Belem (Belem | Oeste)
344,NA,3802,NA,NA,706,ASC,0,1216,706,ASC,0,0,0,0,292,0,100,3133592,Misericordia (Sao Paulo),Santo Antonio (Sao Mamede)
345,NA,3802,NA,NA,706,ASC,0,2133,706,ASC,0,0,0,0,944,0,100,3133592,Misericordia (Sao Paulo),Sao Vicente de Fora (Sao Vicente)
346,NA,9603,NA,NA,727,DESC,0,7103,727,DESC,0,0,0,0,505,0,47,3133592,Belem (Belem | Oeste),Misericordia (Sao Paulo)
347,NA,506,NA,NA,706,DESC,0,7104,706,DESC,0,0,0,0,374,0,100,3133592,Arroios (Arroios | Sul),Estrela (Estrela)
348,NA,7103,NA,NA,706,ASC,0,504,706,ASC,0,0,0,0,396,0,77,3133592,Misericordia (Sao Paulo),Arroios (Arroios | Sul)
349,NA,7103,NA,NA,706,ASC,0,504,706,ASC,0,0,0,0,396,0,77,3133592,Misericordia (Sao Paulo),Arroios (Arroios | Sul)
350,NA,7813,NA,NA,750,ASC,0,7506,750,ASC,0,0,0,0,336,0,84,3032779,Parque das Nacoes (Estacao Oriente),Olivais (Relogio)
351,NA,18111,NA,NA,750,ASC,0,7813,750,DESC,0,1,324,0,2654,0,100,3133592,,Parque das Nacoes (Estacao Oriente)
352,NA,10512,NA,NA,28E,ASC,8,10510,28E,ASC,8,0,0,0,83,0,44,3033583,Misericordia (Bairro Alto),Misericordia (Bairro Alto)
353,NA,8111,NA,NA,25E,DESC,0,9611,18E,ASC,8,1,1306,58.2,2256,0,100,3033583,Estrela (Estrela),Belem (Belem | Oeste)
354,NA,12710,NA,NA,726,DESC,0,1806,726,DESC,0,0,0,0,556,0,100,3133592,Sao Domingos de Benfica (Sete Rios | Norte),Avenidas Novas (Picoas)
355,NA,12108,NA,NA,714,ASC,0,13124,714,ASC,0,0,0,0,308,0,100,3032779,Alcantara (Santo Amaro | Sul),Ajuda (Restelo)
356,NA,13108,NA,NA,728,ASC,0,7909,728,ASC,0,0,0,0,2150,0,100,3032779,Ajuda (Restelo),Parque das Nacoes (Quinta Laranjeiras)
357,NA,1225,NA,NA,744,ASC,0,7911,744,ASC,0,0,0,0,1489,0,100,3133592,Santo Antonio (Sao Jose),Parque das Nacoes (Quinta Laranjeiras)
358,NA,7908,NA,NA,731,DESC,0,1206,736,DESC,0,1,1333,107,2275,0,100,3133592,Parque das Nacoes (Quinta Laranjeiras),Avenidas Novas (Parque Eduardo VII)
359,NA,1607,NA,NA,716,ASC,0,1606,758,DESC,0,1,999,12.8,1257,0,100,3133592,Sao Domingos de Benfica (Sete Rios | Norte),Sao Domingos de Benfica (Sete Rios | Norte)
360,NA,13602,NA,NA,701,ASC,0,411,720,DESC,0,2,336,,1757,0,,3032779,Sao Domingos de Benfica (Estrada Luz | Este),Areeiro (Alto Pina)
361,NA,5712,NA,NA,750,DESC,0,7813,750,DESC,0,0,0,0,607,0,100,3032779,Alvalade (Alvalade),Parque das Nacoes (Estacao Oriente)
362,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,1,2420,242.3,2420,0,100,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
363,NA,801,NA,NA,28E,ASC,8,8017,28E,ASC,8,0,0,0,1331,0,100,3033581,Santa Maria Maior (Castelo),Estrela (Alcantara)
364,NA,8017,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,666,0,64,3033581,Estrela (Alcantara),Santa Maria Maior (Baixa)
365,NA,9611,NA,NA,15E,DESC,5,917,15E,DESC,5,0,0,0,644,0,96,3033581,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
366,NA,50020,NA,NA,738,ASC,0,6806,738,ASC,0,0,0,0,568,0,52,3133592,Alvalade (Hospital Santa Maria | Oeste),Santo Antonio (Sao Mamede)
367,NA,14105,NA,NA,768,DESC,0,10709,768,DESC,0,0,0,0,601,0,100,3032779,Carnide (Carnide),Sao Domingos de Benfica (Sao Domingos de Benfica)
368,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,1,2409,242.3,2409,0,100,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
369,NA,801,NA,NA,28E,ASC,8,8017,28E,ASC,8,0,0,0,1331,0,100,3033581,Santa Maria Maior (Castelo),Estrela (Alcantara)
370,NA,8017,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,666,0,64,3033581,Estrela (Alcantara),Santa Maria Maior (Baixa)
371,NA,917,NA,NA,15E,ASC,5,9611,15E,ASC,5,0,0,0,1157,0,100,3033581,Santa Maria Maior (Baixa),Belem (Belem | Oeste)
372,NA,9611,NA,NA,15E,DESC,5,917,15E,DESC,5,0,0,0,644,0,96,3033581,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
373,NA,1229,NA,NA,748,ASC,0,14301,748,ASC,0,0,0,0,769,0,100,3133592,Santo Antonio (Sao Jose),
374,NA,14309,NA,NA,748,DESC,0,1229,748,DESC,0,0,0,0,843,0,100,3133592,,Santo Antonio (Sao Jose)
375,NA,1012,NA,NA,52E,DESC,0,1013,52E,DESC,0,0,0,0,0,0,100,3032779,Arroios (Anjos),Santo Antonio (Sao Jose)
376,NA,9425,NA,NA,751,ASC,0,9506,751,ASC,0,0,0,0,157,0,100,3133592,Alcantara (Santo Amaro | Sul),Alcantara (Santo Amaro | Sul)
377,NA,9505,NA,NA,751,DESC,0,9415,751,DESC,0,0,0,0,156,0,100,3133592,Alcantara (Santo Amaro | Sul),Estrela (Alcantara)
378,NA,12709,NA,NA,764,ASC,0,13606,764,ASC,0,0,0,0,283,0,100,3032779,Sao Domingos de Benfica (Sete Rios | Norte),Sao Domingos de Benfica (Estrada Luz | Este)
379,NA,13606,NA,NA,764,ASC,0,10808,764,ASC,0,0,0,0,213,0,100,3032779,Sao Domingos de Benfica (Estrada Luz | Este),Benfica (Colegio Militar/Luz)
380,NA,5602,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,47,0,78,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
381,NA,5602,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,47,0,78,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
382,NA,13816,NA,NA,28E,ASC,8,5604,28E,ASC,8,0,0,0,238,0,71,3133592,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
383,NA,3919,NA,NA,25E,DESC,0,5512,25E,DESC,0,0,0,0,218,0,59,3133592,Estrela (Estrela),Santa Maria Maior (Baixa)
384,NA,13810,NA,NA,737,DESC,0,5602,737,DESC,0,0,0,0,310,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
385,NA,5501,NA,NA,735,ASC,0,2101,735,ASC,0,0,0,0,136,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Castelo)
386,NA,5515,NA,NA,15E,ASC,5,3822,15E,ASC,5,0,0,0,40,0,72,3033581,Santa Maria Maior (Baixa),Misericordia (Sao Paulo)
387,NA,5602,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,47,0,78,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
388,NA,10514,NA,NA,28E,ASC,8,10510,28E,ASC,8,0,0,0,172,0,67,3033581,Santa Maria Maior (Baixa),Misericordia (Bairro Alto)
389,NA,2113,NA,NA,781,ASC,0,12307,781,ASC,0,0,0,0,1044,0,100,3033581,Santa Maria Maior (Castelo),Olivais (Alfredo Bensaude)
390,NA,6609,NA,NA,706,ASC,0,2133,706,ASC,0,0,0,0,596,0,100,3033581,Santo Antonio (Sao Jose),Sao Vicente de Fora (Sao Vicente)
391,NA,5515,NA,NA,15E,ASC,5,3822,15E,ASC,5,0,0,0,40,0,35,3033581,Santa Maria Maior (Baixa),Misericordia (Sao Paulo)
392,NA,5602,NA,NA,28E,DESC,8,5604,28E,ASC,8,1,503,452.9,696,0,87.5,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
393,NA,906,NA,NA,774,ASC,1,5504,774,ASC,1,0,0,0,81,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
394,NA,503,NA,NA,706,DESC,0,1217,706,DESC,0,0,0,0,185,0,89,3133592,Arroios (Arroios | Norte),Santo Antonio (Sao Jose)
395,NA,1102,NA,NA,732,ASC,0,12102,732,ASC,0,0,0,0,458,0,100,3133592,Santo Antonio (Sao Jose),Alcantara (Santo Amaro | Sul)
396,NA,12101,NA,NA,720,DESC,1,6809,720,DESC,1,0,0,0,312,0,54,3133592,Alcantara (Santo Amaro | Sul),Santo Antonio (Sao Mamede)
397,NA,1506,NA,NA,756,ASC,0,1511,756,DESC,0,2,3319,83.2,4301,0,98.33333333,3133592,Campolide (Praca Espanha | Norte),Campolide (Praca Espanha | Norte)
398,NA,10801,NA,NA,758,DESC,0,8512,758,DESC,0,0,0,0,461,0,100,132769,Benfica (Colegio Militar/Luz),Campo de Ourique (Amoreiras)
399,NA,8511,NA,NA,758,ASC,0,10802,758,ASC,0,0,0,0,990,0,100,132769,Campo de Ourique (Amoreiras),Benfica (Colegio Militar/Luz)
400,NA,5602,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,47,0,42,3133592,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
401,NA,4115,NA,NA,727,DESC,0,7103,727,DESC,0,0,0,0,424,0,100,3133592,Belem (Belem | Este),Misericordia (Sao Paulo)
402,NA,7104,NA,NA,727,ASC,0,4114,727,ASC,0,0,0,0,419,0,100,3133592,Estrela (Estrela),Belem (Belem | Este)
403,NA,917,NA,NA,15E,ASC,5,9611,15E,ASC,5,0,0,0,1157,0,100,3033581,Santa Maria Maior (Baixa),Belem (Belem | Oeste)
404,NA,9611,NA,NA,15E,DESC,5,917,15E,DESC,5,0,0,0,644,0,100,3033581,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
405,NA,917,NA,NA,15E,ASC,5,9611,15E,ASC,5,0,0,0,1157,0,100,3033581,Santa Maria Maior (Baixa),Belem (Belem | Oeste)
406,NA,9611,NA,NA,15E,DESC,5,917,15E,DESC,5,0,0,0,644,0,100,3033581,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
407,NA,917,NA,NA,15E,ASC,5,9611,15E,ASC,5,0,0,0,1157,0,100,3133592,Santa Maria Maior (Baixa),Belem (Belem | Oeste)
408,NA,9609,NA,NA,15E,DESC,5,3803,15E,DESC,5,0,0,0,494,0,100,3133592,Belem (Belem | Oeste),Misericordia (Sao Paulo)
409,NA,917,NA,NA,15E,ASC,5,9611,15E,ASC,5,0,0,0,1157,0,100,3133592,Santa Maria Maior (Baixa),Belem (Belem | Oeste)
410,NA,9609,NA,NA,15E,DESC,5,3803,15E,DESC,5,0,0,0,494,0,100,3133592,Belem (Belem | Oeste),Misericordia (Sao Paulo)
411,NA,7105,NA,NA,25E,ASC,0,8112,25E,ASC,0,0,0,0,184,0,100,3133592,Misericordia (Sao Paulo),Estrela (Estrela)
412,NA,8111,NA,NA,25E,DESC,0,7106,25E,DESC,0,0,0,0,248,0,100,3133592,Estrela (Estrela),Misericordia (Sao Paulo)
413,NA,12101,NA,NA,738,DESC,0,1205,738,DESC,0,0,0,0,373,0,100,3133592,Alcantara (Santo Amaro | Sul),Santo Antonio (Sao Jose)
414,NA,5504,NA,NA,728,DESC,0,4002,728,DESC,0,0,0,0,289,0,88,3133592,Santa Maria Maior (Baixa),Estrela (Alcantara)
415,NA,12101,NA,NA,738,DESC,0,1205,738,DESC,0,0,0,0,373,0,100,3133592,Alcantara (Santo Amaro | Sul),Santo Antonio (Sao Jose)
416,NA,5504,NA,NA,728,DESC,0,4002,728,DESC,0,0,0,0,289,0,88,3133592,Santa Maria Maior (Baixa),Estrela (Alcantara)
417,NA,3803,NA,NA,728,ASC,0,7909,728,ASC,0,0,0,0,1425,0,100,3033581,Misericordia (Sao Paulo),Parque das Nacoes (Quinta Laranjeiras)
418,NA,7902,NA,NA,731,DESC,0,13507,731,DESC,0,0,0,0,810,0,100,3033581,,Alvalade (Hospital Santa Maria | Este)
419,NA,7902,NA,NA,731,DESC,0,13507,731,DESC,0,0,0,0,810,0,100,3033581,,Alvalade (Hospital Santa Maria | Este)
