,nr_serie,istation,idate,fdate,icarreira,isentido,ivariante,fstation,fcarreira,fsentido,fvariante,transfer_count,transfer_sum_time,transfer_sum_distance,travel_time,travel_distance,trust,cod_titulo,itaz,ftaz
594,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
595,NA,12403,NA,NA,714,DESC,0,910,714,DESC,0,0,0,0,934,0,100,3133592,Ajuda (Restelo),Santa Maria Maior (Baixa)
596,NA,9205,NA,NA,723,ASC,0,12407,723,ASC,0,0,0,0,1357,0,100,3133592,Arroios (Anjos),Belem (Alto Duque)
597,NA,12105,NA,NA,751,DESC,0,2702,751,DESC,0,0,0,0,408,0,100,3133592,Alcantara (Santo Amaro | Sul),Campolide (Campolide)
598,NA,2702,NA,NA,751,ASC,4,12110,751,ASC,4,0,0,0,433,0,100,3133592,Campolide (Campolide),Alcantara (Santo Amaro | Sul)
599,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3133592,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
600,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
601,NA,5515,NA,NA,15E,ASC,5,3822,15E,ASC,5,0,0,0,40,0,79,3133592,Santa Maria Maior (Baixa),Misericordia (Sao Paulo)
602,NA,5515,NA,NA,15E,ASC,5,3822,15E,ASC,5,0,0,0,40,0,79,3133592,Santa Maria Maior (Baixa),Misericordia (Sao Paulo)
603,NA,801,NA,NA,28E,ASC,8,10516,28E,ASC,8,0,0,0,507,0,77,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
604,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3133592,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
605,NA,807,NA,NA,708,ASC,0,413,708,ASC,0,0,0,0,235,0,100,3032779,Santa Maria Maior (Castelo),Arroios (Arroios | Norte)
606,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3133592,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
607,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3133592,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
608,NA,616,NA,NA,712,ASC,0,1202,712,ASC,0,0,0,0,308,0,100,3133592,Arroios (Arroios | Sul),Santo Antonio (Sao Jose)
609,NA,94903,NA,NA,748,DESC,0,615,712,DESC,0,1,936,0,2156,0,100,3133592,,Arroios (Anjos)
610,NA,6401,NA,NA,756,DESC,0,321,793,ASC,0,2,2494,28.7,3514,0,87.66666667,3032779,Areeiro (Areeiro | Norte),Areeiro (Areeiro | Norte)
611,NA,1903,NA,NA,754,ASC,0,10828,754,ASC,0,0,0,0,431,0,65,3032779,Avenidas Novas (Campo Pequeno | Este),Sao Domingos de Benfica (Sao Domingos de Benfica)
612,NA,94903,NA,NA,751,DESC,0,9507,751,DESC,0,0,0,0,752,0,100,3133592,,Belem (Belem | Este)
613,NA,10706,NA,NA,758,ASC,0,11007,758,ASC,0,0,0,0,688,0,100,3032779,Sao Domingos de Benfica (Sao Domingos de Benfica),
614,NA,11001,NA,NA,746,DESC,0,10705,746,DESC,0,0,0,0,285,0,100,3032779,Benfica (Benfica | Sul),Sao Domingos de Benfica (Sao Domingos de Benfica)
615,NA,1012,NA,NA,52E,DESC,0,1013,52E,DESC,0,0,0,0,0,0,100,3133592,Arroios (Anjos),Santo Antonio (Sao Jose)
616,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
617,NA,13809,NA,NA,12E,CIRC,0,10611,51E,DESC,0,1,1435,562.1,1556,0,82,3033581,Santa Maria Maior (Castelo),Misericordia (Bairro Alto)
618,NA,6116,NA,NA,742,DESC,1,1406,742,DESC,1,0,0,0,50,0,100,3033581,Campolide (Praca Espanha | Sul),Avenidas Novas (Parque Eduardo VII)
619,NA,8017,NA,NA,28E,DESC,8,13806,28E,DESC,8,0,0,0,435,0,100,3033581,Estrela (Alcantara),Sao Vicente de Fora (Sao Vicente)
620,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033583,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
621,NA,9609,NA,NA,15E,DESC,5,917,15E,DESC,5,0,0,0,630,0,71,3033581,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
622,NA,5605,NA,NA,28E,DESC,8,13802,28E,DESC,8,0,0,0,274,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Castelo)
623,NA,8017,NA,NA,28E,DESC,8,13806,28E,DESC,8,0,0,0,435,0,100,3033581,Estrela (Alcantara),Sao Vicente de Fora (Sao Vicente)
624,NA,10606,NA,NA,773,ASC,0,6704,773,ASC,0,0,0,0,178,0,87,3033581,Misericordia (Bairro Alto),Estrela (Estrela)
625,NA,6712,NA,NA,773,DESC,0,10605,773,DESC,0,0,0,0,77,0,100,3033581,Misericordia (Bairro Alto),Santo Antonio (Sao Mamede)
626,NA,6724,NA,NA,28E,ASC,8,8108,28E,ASC,8,0,0,0,351,0,100,3033581,Misericordia (Bairro Alto),Estrela (Estrela)
627,NA,8107,NA,NA,25E,DESC,0,7106,25E,DESC,0,0,0,0,276,0,79,3033581,Estrela (Estrela),Misericordia (Sao Paulo)
628,NA,1212,NA,NA,712,DESC,0,9110,712,DESC,0,0,0,0,508,0,100,3133592,Santo Antonio (Sao Mamede),Sao Vicente de Fora (Sao Vicente)
629,NA,9125,NA,NA,712,ASC,0,1209,712,ASC,0,0,0,0,792,0,100,3133592,Sao Vicente de Fora (Sao Vicente),Avenidas Novas (Parque Eduardo VII)
630,NA,13607,NA,NA,726,DESC,0,1604,701,ASC,0,1,2228,0,2456,0,100,3133592,Carnide (Avenidas Novas),Sao Domingos de Benfica (Sete Rios | Norte)
631,NA,2709,NA,NA,770,CIRC,0,13608,726,ASC,0,1,546,0,1049,0,100,3133592,Campolide (Bairro Liberdade),Carnide (Avenidas Novas)
632,NA,11308,NA,NA,783,DESC,1,6807,758,DESC,0,1,857,22,1703,0,67.5,3133592,Alvalade (Sao Joao de Brito),Santo Antonio (Sao Mamede)
633,NA,1225,NA,NA,744,ASC,0,11319,744,ASC,0,0,0,0,813,0,100,3133592,Santo Antonio (Sao Jose),Alvalade (Sao Joao de Brito)
634,NA,8017,NA,NA,28E,DESC,8,10507,53E,DESC,0,1,989,260.1,1214,0,97,3033581,Estrela (Alcantara),Misericordia (Bairro Alto)
635,NA,13822,NA,NA,28E,ASC,8,5519,714,DESC,0,3,2706,539.3,4311,0,98.5,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
636,NA,4509,NA,NA,711,ASC,0,5515,15E,ASC,5,3,4144,294.8,4477,0,79.75,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
637,NA,605,NA,NA,712,ASC,0,604,712,DESC,0,1,2311,126.8,3008,0,100,3133592,Arroios (Arroios | Sul),Arroios (Anjos)
638,NA,3802,NA,NA,15E,ASC,5,9611,15E,ASC,5,0,0,0,1016,0,100,3033581,Misericordia (Sao Paulo),Belem (Belem | Oeste)
639,NA,3802,NA,NA,15E,ASC,5,9611,15E,ASC,5,0,0,0,1016,0,100,3033581,Misericordia (Sao Paulo),Belem (Belem | Oeste)
640,NA,18105,NA,NA,754,DESC,0,1603,754,DESC,0,0,0,0,1147,0,100,3133592,,Sao Domingos de Benfica (Sete Rios | Norte)
641,NA,9420,NA,NA,773,DESC,0,6712,773,DESC,0,0,0,0,336,0,31,3133592,Estrela (Alcantara),Misericordia (Bairro Alto)
642,NA,13816,NA,NA,28E,ASC,8,8017,28E,ASC,8,0,0,0,1196,0,87,3033581,Santa Maria Maior (Castelo),Estrela (Alcantara)
643,NA,8019,NA,NA,28E,DESC,8,13816,28E,DESC,8,0,0,0,541,0,100,3033581,Campo de Ourique (Campo Ourique),Santa Maria Maior (Castelo)
644,NA,9301,NA,NA,742,ASC,0,9611,15E,ASC,5,1,1512,25.9,2186,0,100,3033581,Campo de Ourique (Campo Ourique),Belem (Belem | Oeste)
645,NA,9609,NA,NA,714,DESC,0,8018,28E,ASC,8,2,3676,68.6,4786,0,100,3033581,Belem (Belem | Oeste),Campo de Ourique (Campo Ourique)
646,NA,9903,NA,NA,28E,DESC,8,5605,28E,DESC,8,0,0,0,124,0,99,3133592,Misericordia (Sao Paulo),Santa Maria Maior (Baixa)
647,NA,1205,NA,NA,738,DESC,0,13507,738,DESC,0,0,0,0,445,0,100,3133592,Santo Antonio (Sao Jose),Alvalade (Hospital Santa Maria | Este)
648,NA,1205,NA,NA,738,DESC,0,13507,738,DESC,0,0,0,0,445,0,100,3133592,Santo Antonio (Sao Jose),Alvalade (Hospital Santa Maria | Este)
649,NA,13509,NA,NA,738,ASC,0,1206,738,ASC,0,0,0,0,386,0,100,3133592,Alvalade (Hospital Santa Maria | Este),Avenidas Novas (Parque Eduardo VII)
650,NA,1610,NA,NA,746,DESC,0,1206,746,DESC,0,0,0,0,371,0,100,3133592,Sao Domingos de Benfica (Sete Rios | Norte),Avenidas Novas (Parque Eduardo VII)
651,NA,9501,NA,NA,728,ASC,0,7825,728,ASC,0,0,0,0,1535,0,100,3133592,Belem (Ribeirinha - Belem),Parque das Nacoes (Estacao Oriente)
652,NA,8017,NA,NA,28E,DESC,8,13801,28E,DESC,8,0,0,0,362,0,91,3033581,Estrela (Alcantara),Santa Maria Maior (Castelo)
653,NA,13804,NA,NA,12E,CIRC,0,13802,12E,CIRC,0,0,0,0,17,0,78,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
654,NA,13811,NA,NA,28E,DESC,8,13804,28E,DESC,8,0,0,0,181,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
655,NA,13804,NA,NA,12E,CIRC,0,13802,12E,CIRC,0,0,0,0,17,0,78,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
656,NA,13811,NA,NA,28E,DESC,8,13804,28E,DESC,8,0,0,0,181,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
657,NA,1621,NA,NA,758,ASC,0,10814,758,ASC,0,0,0,0,401,0,66,3133592,Sao Domingos de Benfica (Sete Rios | Sul),Benfica (Colegio Militar/Luz)
658,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
659,NA,5604,NA,NA,28E,ASC,8,10512,28E,ASC,8,0,0,0,272,0,60,3033581,Santa Maria Maior (Baixa),Misericordia (Bairro Alto)
660,NA,12111,NA,NA,714,DESC,0,5519,714,DESC,0,0,0,0,425,0,86,3033581,Alcantara (Santo Amaro | Sul),Santa Maria Maior (Baixa)
661,NA,9609,NA,NA,714,DESC,0,12111,714,DESC,0,0,0,0,236,0,100,3033581,Belem (Belem | Oeste),Alcantara (Santo Amaro | Sul)
662,NA,12111,NA,NA,714,DESC,0,5519,714,DESC,0,0,0,0,425,0,86,3033581,Alcantara (Santo Amaro | Sul),Santa Maria Maior (Baixa)
663,NA,9609,NA,NA,714,DESC,0,12111,714,DESC,0,0,0,0,236,0,100,3033581,Belem (Belem | Oeste),Alcantara (Santo Amaro | Sul)
664,NA,13816,NA,NA,28E,ASC,8,8017,28E,ASC,8,0,0,0,1196,0,87,3033581,Santa Maria Maior (Castelo),Estrela (Alcantara)
665,NA,8019,NA,NA,28E,DESC,8,13816,28E,DESC,8,0,0,0,541,0,100,3033581,Campo de Ourique (Campo Ourique),Santa Maria Maior (Castelo)
666,NA,9301,NA,NA,742,ASC,0,9611,15E,ASC,5,1,1500,25.9,2174,0,100,3033581,Campo de Ourique (Campo Ourique),Belem (Belem | Oeste)
667,NA,9609,NA,NA,714,DESC,0,8018,28E,ASC,8,2,3668,68.6,4778,0,100,3033581,Belem (Belem | Oeste),Campo de Ourique (Campo Ourique)
668,NA,8017,NA,NA,28E,DESC,8,917,28E,DESC,8,0,0,0,666,0,100,3133592,Estrela (Alcantara),Santa Maria Maior (Baixa)
669,NA,13810,NA,NA,737,DESC,0,912,737,DESC,0,0,0,0,451,0,75,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
670,NA,13810,NA,NA,737,DESC,0,912,737,DESC,0,0,0,0,451,0,75,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
671,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
672,NA,9609,NA,NA,15E,DESC,5,5512,15E,DESC,5,0,0,0,569,0,80,3033581,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
673,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
674,NA,10501,NA,NA,758,ASC,0,6812,758,ASC,0,0,0,0,394,0,100,3032779,Santa Maria Maior (Baixa),Santo Antonio (Amoreiras)
675,NA,6813,NA,NA,758,DESC,0,10502,758,DESC,0,0,0,0,171,0,100,3032779,Campo de Ourique (Amoreiras),Misericordia (Sao Paulo)
676,NA,5515,NA,NA,15E,ASC,5,3802,15E,ASC,5,0,0,0,73,0,100,3033581,Santa Maria Maior (Baixa),Misericordia (Sao Paulo)
677,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
678,NA,9808,NA,NA,759,DESC,0,919,759,DESC,0,0,0,0,341,0,100,3033581,Penha de Franca (Sao Joao),Santa Maria Maior (Baixa)
679,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
680,NA,9611,NA,NA,18E,DESC,8,3803,18E,DESC,8,0,0,0,518,0,100,3033581,Belem (Belem | Oeste),Misericordia (Sao Paulo)
681,NA,9808,NA,NA,759,DESC,0,919,759,DESC,0,0,0,0,341,0,100,3033581,Penha de Franca (Sao Joao),Santa Maria Maior (Baixa)
682,NA,12121,NA,NA,714,ASC,0,12108,714,ASC,0,0,0,0,39,0,53,3032779,Alcantara (Santo Amaro | Sul),Alcantara (Santo Amaro | Sul)
683,NA,4001,NA,NA,720,DESC,0,10203,720,DESC,0,0,0,0,53,0,35,3032779,Estrela (Alcantara),Estrela (Lapa)
684,NA,12121,NA,NA,714,ASC,0,12108,714,ASC,0,0,0,0,39,0,53,3032779,Alcantara (Santo Amaro | Sul),Alcantara (Santo Amaro | Sul)
685,NA,4001,NA,NA,720,DESC,0,10203,720,DESC,0,0,0,0,53,0,35,3032779,Estrela (Alcantara),Estrela (Lapa)
686,NA,8017,NA,NA,28E,DESC,8,13801,28E,DESC,8,0,0,0,362,0,91,3033581,Estrela (Alcantara),Santa Maria Maior (Castelo)
687,NA,7823,NA,NA,208,DESC,0,301,208,DESC,0,0,0,0,1324,0,100,3133592,Parque das Nacoes (Parque Nacoes | Norte),Areeiro (Alto Pina)
688,NA,10510,NA,NA,28E,ASC,8,5605,28E,DESC,8,1,462,0,1395,0,99.5,3133592,Misericordia (Bairro Alto),Santa Maria Maior (Baixa)
689,NA,10510,NA,NA,28E,ASC,8,6718,28E,ASC,8,0,0,0,289,0,100,3133592,Misericordia (Bairro Alto),Estrela (Estrela)
690,NA,6717,NA,NA,28E,DESC,8,10511,28E,DESC,8,0,0,0,123,0,100,3133592,Estrela (Estrela),Misericordia (Sao Paulo)
691,NA,3820,NA,NA,728,DESC,0,3802,728,DESC,0,0,0,0,37,0,100,3133592,Misericordia (Sao Paulo),Misericordia (Sao Paulo)
692,NA,79108,NA,NA,708,DESC,0,402,708,DESC,0,0,0,0,1154,0,100,3133592,Parque das Nacoes (Parque Tejo),Arroios (Arroios | Norte)
693,NA,10501,NA,NA,758,ASC,0,6123,758,ASC,0,0,0,0,891,0,41,3133592,Santa Maria Maior (Baixa),Campolide (Praca Espanha | Sul)
694,NA,8017,NA,NA,28E,DESC,8,5605,28E,DESC,8,0,0,0,330,0,99,3033581,Estrela (Alcantara),Santa Maria Maior (Baixa)
695,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3133592,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
696,NA,13810,NA,NA,737,DESC,0,912,737,DESC,0,0,0,0,451,0,72,3133592,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
697,NA,3819,NA,NA,25E,ASC,0,9901,25E,ASC,0,0,0,0,21,0,60,3133592,Misericordia (Sao Paulo),Misericordia (Sao Paulo)
698,NA,801,NA,NA,12E,CIRC,0,13812,12E,CIRC,0,0,0,0,85,0,100,3133592,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
699,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3133592,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
700,NA,13810,NA,NA,737,DESC,0,912,737,DESC,0,0,0,0,451,0,72,3133592,Santa Maria Maior (Castelo),Santa Maria Maior (Baixa)
701,NA,3819,NA,NA,25E,ASC,0,3824,25E,DESC,0,1,1758,0,2789,0,91.5,3133592,Misericordia (Sao Paulo),Misericordia (Sao Paulo)
702,NA,801,NA,NA,12E,CIRC,0,13812,12E,CIRC,0,0,0,0,85,0,100,3133592,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
703,NA,801,NA,NA,28E,ASC,8,817,28E,ASC,8,0,0,0,20,0,79,3133592,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
704,NA,917,NA,NA,15E,ASC,5,5515,15E,ASC,5,0,0,0,68,0,40,3133592,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
705,NA,5515,NA,NA,15E,ASC,5,3822,15E,ASC,5,0,0,0,40,0,79,3033581,Santa Maria Maior (Baixa),Misericordia (Sao Paulo)
706,NA,6124,NA,NA,701,ASC,0,8609,701,ASC,0,0,0,0,91,0,71,3133592,Campolide (Campolide),Campolide (Campolide)
707,NA,8511,NA,NA,758,ASC,0,6123,758,ASC,0,0,0,0,299,0,41,3133592,Campo de Ourique (Amoreiras),Campolide (Praca Espanha | Sul)
708,NA,8513,NA,NA,758,ASC,0,6123,758,ASC,0,0,0,0,396,0,100,3133592,Campo de Ourique (Amoreiras),Campolide (Praca Espanha | Sul)
709,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
710,NA,10514,NA,NA,28E,ASC,8,917,28E,DESC,8,1,1121,0,2562,0,82,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
711,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
712,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3033581,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
713,NA,10514,NA,NA,28E,ASC,8,917,28E,DESC,8,1,1111,0,2552,0,82,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
714,NA,903,NA,NA,54E,DESC,0,904,54E,DESC,0,0,0,0,0,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
715,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3133592,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
716,NA,1014,NA,NA,51E,DESC,0,10611,51E,DESC,0,0,0,0,0,0,100,3133592,Santo Antonio (Sao Mamede),Misericordia (Bairro Alto)
717,NA,10703,NA,NA,754,DESC,0,13502,754,DESC,0,0,0,0,374,0,51,3032779,Sao Domingos de Benfica (Sao Domingos de Benfica),Avenidas Novas (Bairro Santos | Este)
718,NA,10821,NA,NA,746,DESC,0,1404,746,DESC,0,0,0,0,448,0,100,3032779,Sao Domingos de Benfica (Sao Domingos de Benfica),Avenidas Novas (Parque Eduardo VII)
719,NA,13508,NA,NA,768,ASC,0,10704,746,ASC,0,1,251,19.5,478,0,100,3032779,Alvalade (Hospital Santa Maria | Este),Sao Domingos de Benfica (Sao Domingos de Benfica)
720,NA,1403,NA,NA,746,ASC,0,10826,746,ASC,0,0,0,0,377,0,100,3032779,Avenidas Novas (Avenidas Novas | Oeste),Sao Domingos de Benfica (Sao Domingos de Benfica)
721,NA,10501,NA,NA,758,ASC,0,6816,758,ASC,0,0,0,0,475,0,100,3032779,Santa Maria Maior (Baixa),Campo de Ourique (Amoreiras)
722,NA,6815,NA,NA,758,DESC,0,10502,758,DESC,0,0,0,0,191,0,100,3032779,Campo de Ourique (Amoreiras),Misericordia (Sao Paulo)
723,NA,5601,NA,NA,28E,DESC,8,13813,28E,DESC,8,0,0,0,73,0,89,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Castelo)
724,NA,8204,NA,NA,728,DESC,0,9604,728,DESC,0,0,0,0,721,0,100,3033581,Santa Maria Maior (Castelo),Belem (Belem | Oeste)
725,NA,9609,NA,NA,15E,DESC,5,917,15E,DESC,5,0,0,0,630,0,98,3033581,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
726,NA,5601,NA,NA,28E,DESC,8,13813,28E,DESC,8,0,0,0,73,0,89,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Castelo)
727,NA,8204,NA,NA,728,DESC,0,9604,728,DESC,0,0,0,0,721,0,100,3033581,Santa Maria Maior (Castelo),Belem (Belem | Oeste)
728,NA,9609,NA,NA,15E,DESC,5,917,15E,DESC,5,0,0,0,630,0,98,3033581,Belem (Belem | Oeste),Santa Maria Maior (Baixa)
729,NA,5515,NA,NA,15E,ASC,5,3822,15E,ASC,5,0,0,0,40,0,35,3033581,Santa Maria Maior (Baixa),Misericordia (Sao Paulo)
730,NA,917,NA,NA,15E,ASC,5,5515,15E,ASC,5,0,0,0,68,0,21,3032779,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
731,NA,10903,NA,NA,746,DESC,0,1610,746,DESC,0,0,0,0,279,0,100,3133592,Benfica (Benfica | Sul),Sao Domingos de Benfica (Sete Rios | Norte)
732,NA,801,NA,NA,28E,ASC,8,8017,28E,ASC,8,0,0,0,1331,0,100,3033581,Santa Maria Maior (Castelo),Estrela (Alcantara)
733,NA,801,NA,NA,28E,ASC,8,8017,28E,ASC,8,0,0,0,1331,0,100,3033581,Santa Maria Maior (Castelo),Estrela (Alcantara)
734,NA,801,NA,NA,12E,CIRC,0,817,12E,CIRC,0,0,0,0,20,0,100,3033581,Santa Maria Maior (Castelo),Santa Maria Maior (Castelo)
735,NA,8017,NA,NA,28E,DESC,8,801,28E,DESC,8,0,0,0,689,0,100,3033581,Estrela (Alcantara),Santa Maria Maior (Castelo)
736,NA,9609,NA,NA,15E,DESC,5,3803,15E,DESC,5,0,0,0,494,0,100,3133592,Belem (Belem | Oeste),Misericordia (Sao Paulo)
737,NA,10513,NA,NA,28E,DESC,8,801,28E,DESC,8,0,0,0,441,0,94,3133592,Misericordia (Sao Paulo),Santa Maria Maior (Castelo)
738,NA,12204,NA,NA,783,DESC,1,1906,783,DESC,1,0,0,0,873,0,100,3133592,Olivais (Encarnacao | Oeste),Avenidas Novas (Campo Pequeno | Este)
739,NA,1901,NA,NA,783,ASC,1,12203,783,ASC,1,0,0,0,802,0,100,3133592,Avenidas Novas (Campo Pequeno | Este),Olivais (Encarnacao | Oeste)
740,NA,3804,NA,NA,210,ASC,0,2101,210,ASC,0,0,0,0,217,0,100,3133592,Misericordia (Sao Paulo),Santa Maria Maior (Castelo)
741,NA,3804,NA,NA,210,ASC,0,2101,210,ASC,0,0,0,0,217,0,100,3133592,Misericordia (Sao Paulo),Santa Maria Maior (Castelo)
742,NA,917,NA,NA,28E,DESC,8,801,28E,DESC,8,0,0,0,23,0,34,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Castelo)
743,NA,6116,NA,NA,713,DESC,0,1806,713,DESC,0,0,0,0,122,0,67,3033581,Campolide (Praca Espanha | Sul),Avenidas Novas (Picoas)
744,NA,8103,NA,NA,709,DESC,0,1002,709,DESC,0,0,0,0,265,0,82,3033581,Estrela (Estrela),Santa Maria Maior (Baixa)
745,NA,917,NA,NA,28E,DESC,8,801,28E,DESC,8,0,0,0,23,0,34,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Castelo)
746,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
747,NA,9905,NA,NA,53E,DESC,0,10507,53E,DESC,0,0,0,0,0,0,100,3033581,Misericordia (Sao Paulo),Misericordia (Bairro Alto)
748,NA,5604,NA,NA,28E,ASC,8,10611,51E,DESC,0,2,2305,,3139,0,,3033581,Santa Maria Maior (Baixa),Misericordia (Bairro Alto)
749,NA,5605,NA,NA,28E,DESC,8,5602,28E,DESC,8,0,0,0,289,0,100,3033581,Santa Maria Maior (Baixa),Santa Maria Maior (Baixa)
750,NA,12116,NA,NA,15E,ASC,5,4114,15E,ASC,5,0,0,0,404,0,100,3033581,Alcantara (Santo Amaro | Sul),Belem (Belem | Este)
751,NA,4115,NA,NA,714,DESC,0,5519,714,DESC,0,0,0,0,544,0,86,3033581,Belem (Belem | Este),Santa Maria Maior (Baixa)
752,NA,1205,NA,NA,736,ASC,0,1807,736,ASC,0,0,0,0,81,0,100,3033581,Santo Antonio (Sao Jose),Arroios (Estefania)
753,NA,5604,NA,NA,28E,ASC,8,10611,51E,DESC,0,2,2329,,3160,0,,3033581,Santa Maria Maior (Baixa),Misericordia (Bairro Alto)
754,NA,10401,NA,NA,732,DESC,0,1220,732,DESC,0,0,0,0,1384,0,100,3133592,Belem (Alto Duque),Santo Antonio (Sao Jose)
755,NA,1220,NA,NA,732,ASC,0,9504,732,ASC,0,0,0,0,623,0,100,3133592,Santo Antonio (Sao Jose),Alcantara (Santo Amaro | Sul)
756,NA,9503,NA,NA,727,DESC,0,1205,727,DESC,0,0,0,0,545,0,100,3133592,Alcantara (Santo Amaro | Sul),Santo Antonio (Sao Jose)
757,NA,1102,NA,NA,732,ASC,0,5508,732,ASC,0,0,0,0,132,0,76,3133592,Santo Antonio (Sao Jose),Santa Maria Maior (Baixa)
758,NA,3902,NA,NA,728,DESC,0,4102,728,DESC,0,0,0,0,382,0,76,3133592,Estrela (Estrela),Belem (Belem | Este)
759,NA,11304,NA,NA,750,DESC,0,8409,750,DESC,0,0,0,0,290,0,93,3133592,Alvalade (Alvalade),Marvila (Marechal Gomes da Costa)
760,NA,8406,NA,NA,750,ASC,0,11301,750,ASC,0,0,0,0,346,0,95,3133592,Olivais (Olivais - Centro),Alvalade (Avenida do Brasil)
761,NA,12115,NA,NA,15E,DESC,5,5512,15E,DESC,5,0,0,0,345,0,80,3133592,Alcantara (Santo Amaro | Sul),Santa Maria Maior (Baixa)
762,NA,3803,NA,NA,760,DESC,0,3824,760,DESC,0,0,0,0,35,0,96,3133592,Misericordia (Sao Paulo),Misericordia (Sao Paulo)
763,NA,1603,NA,NA,754,DESC,0,13502,754,DESC,0,0,0,0,213,0,45,3133592,Sao Domingos de Benfica (Sete Rios | Norte),Avenidas Novas (Bairro Santos | Este)
