trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
25209764,10:27:44,10:28:24,M42,12,,,,
25209766,16:40:00,16:40:00,M19,0,,,,
25209766,16:41:08,16:41:36,M10,1,,,,
25209766,16:42:42,16:43:04,M18,2,,,,
25209766,16:43:58,16:44:26,M17,3,,,,
25209766,16:45:32,16:45:58,M16,4,,,,
25209766,16:47:07,16:47:34,M15,5,,,,
25209766,16:49:31,16:49:56,M14,6,,,,
25209766,16:51:56,16:52:37,M13,7,,,,
25209766,16:54:04,16:54:27,M38,8,,,,
25209766,16:55:35,16:55:57,M39,9,,,,
25209766,16:57:08,16:57:30,M40,10,,,,
25209766,16:59:58,17:00:23,M41,11,,,,
25209766,17:01:54,17:02:34,M42,12,,,,
25209768,19:00:00,19:00:00,M19,0,,,,
25209768,19:01:08,19:01:36,M10,1,,,,
25209768,19:02:42,19:03:04,M18,2,,,,
25209768,19:03:58,19:04:26,M17,3,,,,
25209768,19:05:32,19:05:58,M16,4,,,,
25209768,19:07:07,19:07:34,M15,5,,,,
25209768,19:09:31,19:09:56,M14,6,,,,
25209768,19:11:56,19:12:37,M13,7,,,,
25209768,19:14:04,19:14:27,M38,8,,,,
25209768,19:15:35,19:15:57,M39,9,,,,
25209768,19:17:08,19:17:30,M40,10,,,,
25209768,19:19:58,19:20:23,M41,11,,,,
25209768,19:21:54,19:22:34,M42,12,,,,
25209770,19:30:00,19:30:00,M19,0,,,,
25209770,19:31:08,19:31:36,M10,1,,,,
25209770,19:32:42,19:33:04,M18,2,,,,
25209770,19:33:58,19:34:26,M17,3,,,,
25209770,19:35:32,19:35:58,M16,4,,,,
25209770,19:37:07,19:37:34,M15,5,,,,
25209770,19:39:31,19:39:56,M14,6,,,,
25209770,19:41:56,19:42:37,M13,7,,,,
25209770,19:44:04,19:44:27,M38,8,,,,
25209770,19:45:35,19:45:57,M39,9,,,,
25209770,19:47:08,19:47:30,M40,10,,,,
25209770,19:49:58,19:50:23,M41,11,,,,
25209770,19:51:54,19:52:34,M42,12,,,,
25209772,20:00:00,20:00:00,M19,0,,,,
25209772,20:01:08,20:01:36,M10,1,,,,
25209772,20:02:42,20:03:04,M18,2,,,,
25209772,20:03:58,20:04:26,M17,3,,,,
25209772,20:05:32,20:05:58,M16,4,,,,
25209772,20:07:07,20:07:34,M15,5,,,,
25209772,20:09:31,20:09:56,M14,6,,,,
25209772,20:11:56,20:12:37,M13,7,,,,
25209772,20:14:04,20:14:27,M38,8,,,,
25209772,20:15:35,20:15:57,M39,9,,,,
25209772,20:17:08,20:17:30,M40,10,,,,
25209772,20:19:58,20:20:23,M41,11,,,,
25209772,20:21:54,20:22:34,M42,12,,,,
25209774,21:00:00,21:00:00,M19,0,,,,
25209774,21:01:08,21:01:36,M10,1,,,,
25209774,21:02:42,21:03:04,M18,2,,,,
25209774,21:03:58,21:04:26,M17,3,,,,
25209774,21:05:32,21:05:58,M16,4,,,,
25209774,21:07:07,21:07:34,M15,5,,,,
25209774,21:09:31,21:09:56,M14,6,,,,
25209774,21:11:56,21:12:37,M13,7,,,,
25209774,21:14:04,21:14:27,M38,8,,,,
25209774,21:15:35,21:15:57,M39,9,,,,
25209774,21:17:08,21:17:30,M40,10,,,,
25209774,21:19:58,21:20:23,M41,11,,,,
25209774,21:21:54,21:22:34,M42,12,,,,
25209776,06:30:00,06:30:00,M19,0,,,,
25209776,06:31:08,06:31:36,M10,1,,,,
25209776,06:32:42,06:33:04,M18,2,,,,
25209776,06:33:58,06:34:26,M17,3,,,,
25209776,06:35:32,06:35:58,M16,4,,,,
25209776,06:37:07,06:37:34,M15,5,,,,
25209776,06:39:31,06:39:56,M14,6,,,,
25209776,06:41:56,06:42:37,M13,7,,,,
25209776,06:44:04,06:44:27,M38,8,,,,
25209776,06:45:35,06:45:57,M39,9,,,,
25209776,06:47:08,06:47:30,M40,10,,,,
25209776,06:49:58,06:50:23,M41,11,,,,
25209776,06:51:54,06:52:34,M42,12,,,,
25209778,12:00:00,12:00:00,M19,0,,,,
25209778,12:01:08,12:01:36,M10,1,,,,
25209778,12:02:42,12:03:04,M18,2,,,,
25209778,12:03:58,12:04:26,M17,3,,,,
25209778,12:05:32,12:05:58,M16,4,,,,
25209778,12:07:07,12:07:34,M15,5,,,,
25209778,12:09:31,12:09:56,M14,6,,,,
25209778,12:11:56,12:12:37,M13,7,,,,
25209778,12:14:04,12:14:27,M38,8,,,,
25209778,12:15:35,12:15:57,M39,9,,,,
25209778,12:17:08,12:17:30,M40,10,,,,
25209778,12:19:58,12:20:23,M41,11,,,,
25209778,12:21:54,12:22:34,M42,12,,,,
25209780,06:30:00,06:30:00,M19,0,,,,
25209780,06:31:08,06:31:36,M10,1,,,,
25209780,06:32:42,06:33:04,M18,2,,,,
25209780,06:33:58,06:34:26,M17,3,,,,
25209780,06:35:32,06:35:58,M16,4,,,,
25209780,06:37:07,06:37:34,M15,5,,,,
25209780,06:39:31,06:39:56,M14,6,,,,
25209780,06:41:56,06:42:37,M13,7,,,,
25209780,06:44:04,06:44:27,M38,8,,,,
25209780,06:45:35,06:45:57,M39,9,,,,
25209780,06:47:08,06:47:30,M40,10,,,,
25209780,06:49:58,06:50:23,M41,11,,,,
25209780,06:51:54,06:52:34,M42,12,,,,
25209782,12:00:00,12:00:00,M19,0,,,,
25209782,12:01:08,12:01:36,M10,1,,,,
25209782,12:02:42,12:03:04,M18,2,,,,
25209782,12:03:58,12:04:26,M17,3,,,,
25209782,12:05:32,12:05:58,M16,4,,,,
25209782,12:07:07,12:07:34,M15,5,,,,
25209782,12:09:31,12:09:56,M14,6,,,,
25209782,12:11:56,12:12:37,M13,7,,,,
25209782,12:14:04,12:14:27,M38,8,,,,
25209782,12:15:35,12:15:57,M39,9,,,,
25209782,12:17:08,12:17:30,M40,10,,,,
25209782,12:19:58,12:20:23,M41,11,,,,
25209782,12:21:54,12:22:34,M42,12,,,,
25209775,21:00:00,21:00:00,M42,0,,,,
25209775,21:01:32,21:01:56,M41,1,,,,
25209775,21:04:25,21:04:46,M40,2,,,,
25209775,21:05:57,21:06:21,M39,3,,,,
25209775,21:07:30,21:07:54,M38,4,,,,
25209775,21:09:21,21:09:54,M13,5,,,,
25209775,21:11:53,21:12:18,M14,6,,,,
25209775,21:14:15,21:14:41,M15,7,,,,
25209775,21:15:51,21:16:16,M16,8,,,,
25209775,21:17:23,21:17:52,M17,9,,,,
25209775,21:18:48,21:19:13,M18,10,,,,
25209775,21:20:19,21:20:45,M10,11,,,,
25209775,21:21:53,21:22:33,M19,12,,,,
25209773,20:00:00,20:00:00,M42,0,,,,
25209773,20:01:32,20:01:56,M41,1,,,,
25209773,20:04:25,20:04:46,M40,2,,,,
25209773,20:05:57,20:06:21,M39,3,,,,
25209773,20:07:30,20:07:54,M38,4,,,,
25209773,20:09:21,20:09:54,M13,5,,,,
25209773,20:11:53,20:12:18,M14,6,,,,
25209773,20:14:15,20:14:41,M15,7,,,,
25209773,20:15:51,20:16:16,M16,8,,,,
25209773,20:17:23,20:17:52,M17,9,,,,
25209773,20:18:48,20:19:13,M18,10,,,,
25209773,20:20:19,20:20:45,M10,11,,,,
25209773,20:21:53,20:22:33,M19,12,,,,
25209771,19:30:00,19:30:00,M42,0,,,,
25209771,19:31:32,19:31:56,M41,1,,,,
25209771,19:34:25,19:34:46,M40,2,,,,
25209771,19:35:57,19:36:21,M39,3,,,,
25209771,19:37:30,19:37:54,M38,4,,,,
25209771,19:39:21,19:39:54,M13,5,,,,
25209771,19:41:53,19:42:18,M14,6,,,,
25209771,19:44:15,19:44:41,M15,7,,,,
25209771,19:45:51,19:46:16,M16,8,,,,
25209771,19:47:23,19:47:52,M17,9,,,,
25209771,19:48:48,19:49:13,M18,10,,,,
25209771,19:50:19,19:50:45,M10,11,,,,
25209771,19:51:53,19:52:33,M19,12,,,,
25209769,19:00:00,19:00:00,M42,0,,,,
25209769,19:01:32,19:01:56,M41,1,,,,
25209769,19:04:25,19:04:46,M40,2,,,,
25209769,19:05:57,19:06:21,M39,3,,,,
25209769,19:07:30,19:07:54,M38,4,,,,
25209769,19:09:21,19:09:54,M13,5,,,,
25209769,19:11:53,19:12:18,M14,6,,,,
25209769,19:14:15,19:14:41,M15,7,,,,
25209769,19:15:51,19:16:16,M16,8,,,,
25209769,19:17:23,19:17:52,M17,9,,,,
25209769,19:18:48,19:19:13,M18,10,,,,
25209769,19:20:19,19:20:45,M10,11,,,,
25209769,19:21:53,19:22:33,M19,12,,,,
25209767,16:40:00,16:40:00,M42,0,,,,
25209767,16:41:32,16:41:56,M41,1,,,,
25209767,16:44:25,16:44:46,M40,2,,,,
25209767,16:45:57,16:46:21,M39,3,,,,
25209767,16:47:30,16:47:54,M38,4,,,,
25209767,16:49:21,16:49:54,M13,5,,,,
25209767,16:51:53,16:52:18,M14,6,,,,
25209767,16:54:15,16:54:41,M15,7,,,,
25209767,16:55:51,16:56:16,M16,8,,,,
25209767,16:57:23,16:57:52,M17,9,,,,
25209767,16:58:48,16:59:13,M18,10,,,,
25209767,17:00:19,17:00:45,M10,11,,,,
25209767,17:01:53,17:02:33,M19,12,,,,
25209765,10:00:00,10:00:00,M42,0,,,,
25209765,10:01:32,10:01:56,M41,1,,,,
25209765,10:04:25,10:04:46,M40,2,,,,
25209765,10:05:57,10:06:21,M39,3,,,,
25209765,10:07:30,10:07:54,M38,4,,,,
25209765,10:09:21,10:09:54,M13,5,,,,
25209765,10:11:53,10:12:18,M14,6,,,,
25209765,10:14:15,10:14:41,M15,7,,,,
25209765,10:15:51,10:16:16,M16,8,,,,
25209765,10:17:23,10:17:52,M17,9,,,,
25209765,10:18:48,10:19:13,M18,10,,,,
25209765,10:20:19,10:20:45,M10,11,,,,
25209765,10:21:53,10:22:33,M19,12,,,,
25209763,09:30:00,09:30:00,M42,0,,,,
25209763,09:31:32,09:31:56,M41,1,,,,
25209763,09:34:25,09:34:46,M40,2,,,,
25209763,09:35:57,09:36:21,M39,3,,,,
25209763,09:37:30,09:37:54,M38,4,,,,
25209763,09:39:21,09:39:54,M13,5,,,,
25209763,09:41:53,09:42:18,M14,6,,,,
25209763,09:44:15,09:44:41,M15,7,,,,
25209763,09:45:51,09:46:16,M16,8,,,,
25209763,09:47:23,09:47:52,M17,9,,,,
25209763,09:48:48,09:49:13,M18,10,,,,
25209763,09:50:19,09:50:45,M10,11,,,,
25209763,09:51:53,09:52:33,M19,12,,,,
25209761,07:15:00,07:15:00,M42,0,,,,
25209761,07:16:32,07:16:56,M41,1,,,,
25209761,07:19:25,07:19:46,M40,2,,,,
25209761,07:20:57,07:21:21,M39,3,,,,
25209761,07:22:30,07:22:54,M38,4,,,,
25209761,07:24:21,07:24:54,M13,5,,,,
25209761,07:26:53,07:27:18,M14,6,,,,
25209761,07:29:15,07:29:41,M15,7,,,,
25209761,07:30:51,07:31:16,M16,8,,,,
25209761,07:32:23,07:32:52,M17,9,,,,
25209761,07:33:48,07:34:13,M18,10,,,,
25209761,07:35:19,07:35:45,M10,11,,,,
25209761,07:36:53,07:37:33,M19,12,,,,
25209759,06:30:00,06:30:00,M42,0,,,,
25209759,06:31:32,06:31:56,M41,1,,,,
25209759,06:34:25,06:34:46,M40,2,,,,
25209759,06:35:57,06:36:21,M39,3,,,,
25209759,06:37:30,06:37:54,M38,4,,,,
25209759,06:39:21,06:39:54,M13,5,,,,
25209759,06:41:53,06:42:18,M14,6,,,,
25209759,06:44:15,06:44:41,M15,7,,,,
25209759,06:45:51,06:46:16,M16,8,,,,
25209759,06:47:23,06:47:52,M17,9,,,,
25209759,06:48:48,06:49:13,M18,10,,,,
25209759,06:50:19,06:50:45,M10,11,,,,
25209759,06:51:53,06:52:33,M19,12,,,,
25209777,06:30:00,06:30:00,M42,0,,,,
25209777,06:31:32,06:31:56,M41,1,,,,
25209777,06:34:25,06:34:46,M40,2,,,,
25209777,06:35:57,06:36:21,M39,3,,,,
25209777,06:37:30,06:37:54,M38,4,,,,
25209777,06:39:21,06:39:54,M13,5,,,,
25209777,06:41:53,06:42:18,M14,6,,,,
25209777,06:44:15,06:44:41,M15,7,,,,
25209777,06:45:51,06:46:16,M16,8,,,,
25209777,06:47:23,06:47:52,M17,9,,,,
25209777,06:48:48,06:49:13,M18,10,,,,
25209777,06:50:19,06:50:45,M10,11,,,,
25209777,06:51:53,06:52:33,M19,12,,,,
25209779,12:00:00,12:00:00,M42,0,,,,
25209779,12:01:32,12:01:56,M41,1,,,,
25209779,12:04:25,12:04:46,M40,2,,,,
25209779,12:05:57,12:06:21,M39,3,,,,
25209779,12:07:30,12:07:54,M38,4,,,,
25209779,12:09:21,12:09:54,M13,5,,,,
25209779,12:11:53,12:12:18,M14,6,,,,
25209779,12:14:15,12:14:41,M15,7,,,,
25209779,12:15:51,12:16:16,M16,8,,,,
25209779,12:17:23,12:17:52,M17,9,,,,
25209779,12:18:48,12:19:13,M18,10,,,,
25209779,12:20:19,12:20:45,M10,11,,,,
25209779,12:21:53,12:22:33,M19,12,,,,
25209781,06:30:00,06:30:00,M42,0,,,,
25209781,06:31:32,06:31:56,M41,1,,,,
25209781,06:34:25,06:34:46,M40,2,,,,
25209781,06:35:57,06:36:21,M39,3,,,,
25209781,06:37:30,06:37:54,M38,4,,,,
25209781,06:39:21,06:39:54,M13,5,,,,
25209781,06:41:53,06:42:18,M14,6,,,,
25209781,06:44:15,06:44:41,M15,7,,,,
25209781,06:45:51,06:46:16,M16,8,,,,
25209781,06:47:23,06:47:52,M17,9,,,,
25209781,06:48:48,06:49:13,M18,10,,,,
25209781,06:50:19,06:50:45,M10,11,,,,
25209781,06:51:53,06:52:33,M19,12,,,,
25209783,12:00:00,12:00:00,M42,0,,,,
25209783,12:01:32,12:01:56,M41,1,,,,
25209783,12:04:25,12:04:46,M40,2,,,,
25209783,12:05:57,12:06:21,M39,3,,,,
25209783,12:07:30,12:07:54,M38,4,,,,
25209783,12:09:21,12:09:54,M13,5,,,,
25209783,12:11:53,12:12:18,M14,6,,,,
25209783,12:14:15,12:14:41,M15,7,,,,
25209783,12:15:51,12:16:16,M16,8,,,,
25209783,12:17:23,12:17:52,M17,9,,,,
25209783,12:18:48,12:19:13,M18,10,,,,
25209783,12:20:19,12:20:45,M10,11,,,,
25209783,12:21:53,12:22:33,M19,12,,,,
25209718,06:30:00,06:30:00,M50,0,,,,
25209718,06:31:24,06:31:54,M44,1,,,,
25209718,06:33:45,06:34:07,M43,2,,,,
25209718,06:35:19,06:35:40,M01,3,,,,
25209718,06:36:54,06:37:16,M02,4,,,,
25209718,06:38:37,06:38:57,M03,5,,,,
25209718,06:40:21,06:40:47,M04,6,,,,
25209718,06:41:58,06:42:17,M05,7,,,,
25209718,06:43:44,06:44:04,M06,8,,,,
25209718,06:45:28,06:45:55,M07,9,,,,
25209718,06:47:05,06:47:26,M08,10,,,,
25209718,06:48:27,06:48:54,M09,11,,,,
25209718,06:49:50,06:50:11,M10,12,,,,
25209718,06:51:17,06:51:47,M11,13,,,,
25209718,06:52:33,06:52:55,M12,14,,,,
25209718,06:53:59,06:54:26,M29,15,,,,
25209718,06:55:46,06:56:16,M45,16,,,,
25209718,06:58:26,06:58:26,M46,17,,,,
25209720,07:00:00,07:00:00,M50,0,,,,
25209720,07:01:24,07:01:54,M44,1,,,,
25209720,07:03:45,07:04:07,M43,2,,,,
25209720,07:05:19,07:05:40,M01,3,,,,
25209720,07:06:54,07:07:16,M02,4,,,,
25209720,07:08:37,07:08:57,M03,5,,,,
25209720,07:10:21,07:10:47,M04,6,,,,
25209720,07:11:58,07:12:17,M05,7,,,,
25209720,07:13:44,07:14:04,M06,8,,,,
25209720,07:15:28,07:15:55,M07,9,,,,
25209720,07:17:05,07:17:26,M08,10,,,,
25209720,07:18:27,07:18:54,M09,11,,,,
25209720,07:19:50,07:20:11,M10,12,,,,
25209720,07:21:17,07:21:47,M11,13,,,,
25209720,07:22:33,07:22:55,M12,14,,,,
25209720,07:23:59,07:24:26,M29,15,,,,
25209720,07:25:46,07:26:16,M45,16,,,,
25209720,07:28:26,07:28:26,M46,17,,,,
25209722,07:30:00,07:30:00,M50,0,,,,
25209722,07:31:24,07:31:54,M44,1,,,,
25209722,07:33:45,07:34:07,M43,2,,,,
25209722,07:35:19,07:35:40,M01,3,,,,
25209722,07:36:54,07:37:16,M02,4,,,,
25209722,07:38:37,07:38:57,M03,5,,,,
25209722,07:40:21,07:40:47,M04,6,,,,
25209722,07:41:58,07:42:17,M05,7,,,,
25209722,07:43:44,07:44:04,M06,8,,,,
25209722,07:45:28,07:45:55,M07,9,,,,
25209722,07:47:05,07:47:26,M08,10,,,,
25209722,07:48:27,07:48:54,M09,11,,,,
25209722,07:49:50,07:50:11,M10,12,,,,
25209722,07:51:17,07:51:47,M11,13,,,,
25209722,07:52:33,07:52:55,M12,14,,,,
25209722,07:53:59,07:54:26,M29,15,,,,
25209722,07:55:46,07:56:16,M45,16,,,,
25209722,07:58:26,07:58:26,M46,17,,,,
25209724,09:30:00,09:30:00,M50,0,,,,
25209724,09:31:24,09:31:54,M44,1,,,,
25209724,09:33:45,09:34:07,M43,2,,,,
25209724,09:35:19,09:35:40,M01,3,,,,
25209724,09:36:54,09:37:16,M02,4,,,,
25209724,09:38:37,09:38:57,M03,5,,,,
25209724,09:40:21,09:40:47,M04,6,,,,
25209724,09:41:58,09:42:17,M05,7,,,,
25209724,09:43:44,09:44:04,M06,8,,,,
25209724,09:45:28,09:45:55,M07,9,,,,
25209724,09:47:05,09:47:26,M08,10,,,,
25209724,09:48:27,09:48:54,M09,11,,,,
25209724,09:49:50,09:50:11,M10,12,,,,
25209724,09:51:17,09:51:47,M11,13,,,,
25209724,09:52:33,09:52:55,M12,14,,,,
25209724,09:53:59,09:54:26,M29,15,,,,
25209724,09:55:46,09:56:16,M45,16,,,,
25209724,09:58:26,09:58:26,M46,17,,,,
25209726,10:00:00,10:00:00,M50,0,,,,
25209726,10:01:24,10:01:54,M44,1,,,,
25209726,10:03:45,10:04:07,M43,2,,,,
25209726,10:05:19,10:05:40,M01,3,,,,
25209726,10:06:54,10:07:16,M02,4,,,,
25209726,10:08:37,10:08:57,M03,5,,,,
25209726,10:10:21,10:10:47,M04,6,,,,
25209726,10:11:58,10:12:17,M05,7,,,,
25209726,10:13:44,10:14:04,M06,8,,,,
25209726,10:15:28,10:15:55,M07,9,,,,
25209726,10:17:05,10:17:26,M08,10,,,,
25209726,10:18:27,10:18:54,M09,11,,,,
25209726,10:19:50,10:20:11,M10,12,,,,
25209726,10:21:17,10:21:47,M11,13,,,,
25209726,10:22:33,10:22:55,M12,14,,,,
25209726,10:23:59,10:24:26,M29,15,,,,
25209726,10:25:46,10:26:16,M45,16,,,,
25209726,10:28:26,10:28:26,M46,17,,,,
25209728,16:30:00,16:30:00,M50,0,,,,
25209728,16:31:24,16:31:54,M44,1,,,,
25209728,16:33:45,16:34:07,M43,2,,,,
25209728,16:35:19,16:35:40,M01,3,,,,
25209728,16:36:54,16:37:16,M02,4,,,,
25209728,16:38:37,16:38:57,M03,5,,,,
25209728,16:40:21,16:40:47,M04,6,,,,
25209728,16:41:58,16:42:17,M05,7,,,,
25209728,16:43:44,16:44:04,M06,8,,,,
25209728,16:45:28,16:45:55,M07,9,,,,
25209728,16:47:05,16:47:26,M08,10,,,,
25209728,16:48:27,16:48:54,M09,11,,,,
25209728,16:49:50,16:50:11,M10,12,,,,
25209728,16:51:17,16:51:47,M11,13,,,,
25209728,16:52:33,16:52:55,M12,14,,,,
25209728,16:53:59,16:54:26,M29,15,,,,
25209728,16:55:46,16:56:16,M45,16,,,,
25209728,16:58:26,16:58:26,M46,17,,,,
25209730,19:30:00,19:30:00,M50,0,,,,
25209730,19:31:24,19:31:54,M44,1,,,,
25209730,19:33:45,19:34:07,M43,2,,,,
25209730,19:35:19,19:35:40,M01,3,,,,
25209730,19:36:54,19:37:16,M02,4,,,,
25209730,19:38:37,19:38:57,M03,5,,,,
25209730,19:40:21,19:40:47,M04,6,,,,
25209730,19:41:58,19:42:17,M05,7,,,,
25209730,19:43:44,19:44:04,M06,8,,,,
25209730,19:45:28,19:45:55,M07,9,,,,
25209730,19:47:05,19:47:26,M08,10,,,,
25209730,19:48:27,19:48:54,M09,11,,,,
25209730,19:49:50,19:50:11,M10,12,,,,
25209730,19:51:17,19:51:47,M11,13,,,,
25209730,19:52:33,19:52:55,M12,14,,,,
25209730,19:53:59,19:54:26,M29,15,,,,
25209730,19:55:46,19:56:16,M45,16,,,,
25209730,19:58:26,19:58:26,M46,17,,,,
25209732,20:00:00,20:00:00,M50,0,,,,
25209732,20:01:24,20:01:54,M44,1,,,,
25209732,20:03:45,20:04:07,M43,2,,,,
25209732,20:05:19,20:05:40,M01,3,,,,
25209732,20:06:54,20:07:16,M02,4,,,,
25209732,20:08:37,20:08:57,M03,5,,,,
25209732,20:10:21,20:10:47,M04,6,,,,
25209732,20:11:58,20:12:17,M05,7,,,,
25209732,20:13:44,20:14:04,M06,8,,,,
25209732,20:15:28,20:15:55,M07,9,,,,
25209732,20:17:05,20:17:26,M08,10,,,,
25209732,20:18:27,20:18:54,M09,11,,,,
25209732,20:19:50,20:20:11,M10,12,,,,
25209732,20:21:17,20:21:47,M11,13,,,,
25209732,20:22:33,20:22:55,M12,14,,,,
25209732,20:23:59,20:24:26,M29,15,,,,
25209732,20:25:46,20:26:16,M45,16,,,,
25209732,20:28:26,20:28:26,M46,17,,,,
25209734,20:30:00,20:30:00,M50,0,,,,
25209734,20:31:24,20:31:54,M44,1,,,,
25209734,20:33:45,20:34:07,M43,2,,,,
25209734,20:35:19,20:35:40,M01,3,,,,
25209734,20:36:54,20:37:16,M02,4,,,,
25209734,20:38:37,20:38:57,M03,5,,,,
25209734,20:40:21,20:40:47,M04,6,,,,
25209734,20:41:58,20:42:17,M05,7,,,,
25209734,20:43:44,20:44:04,M06,8,,,,
25209734,20:45:28,20:45:55,M07,9,,,,
25209734,20:47:05,20:47:26,M08,10,,,,
25209734,20:48:27,20:48:54,M09,11,,,,
25209734,20:49:50,20:50:11,M10,12,,,,
25209734,20:51:17,20:51:47,M11,13,,,,
25209734,20:52:33,20:52:55,M12,14,,,,
25209734,20:53:59,20:54:26,M29,15,,,,
25209734,20:55:46,20:56:16,M45,16,,,,
25209734,20:58:26,20:58:26,M46,17,,,,
25209736,21:00:00,21:00:00,M50,0,,,,
25209736,21:01:24,21:01:54,M44,1,,,,
25209736,21:03:45,21:04:07,M43,2,,,,
25209736,21:05:19,21:05:40,M01,3,,,,
25209736,21:06:54,21:07:16,M02,4,,,,
25209736,21:08:37,21:08:57,M03,5,,,,
25209736,21:10:21,21:10:47,M04,6,,,,
25209736,21:11:58,21:12:17,M05,7,,,,
25209736,21:13:44,21:14:04,M06,8,,,,
25209736,21:15:28,21:15:55,M07,9,,,,
25209736,21:17:05,21:17:26,M08,10,,,,
25209736,21:18:27,21:18:54,M09,11,,,,
25209736,21:19:50,21:20:11,M10,12,,,,
25209736,21:21:17,21:21:47,M11,13,,,,
25209736,21:22:33,21:22:55,M12,14,,,,
25209736,21:23:59,21:24:26,M29,15,,,,
25209736,21:25:46,21:26:16,M45,16,,,,
25209736,21:28:26,21:28:26,M46,17,,,,
25209738,21:30:00,21:30:00,M50,0,,,,
25209738,21:31:24,21:31:54,M44,1,,,,
25209738,21:33:45,21:34:07,M43,2,,,,
25209738,21:35:19,21:35:40,M01,3,,,,
25209738,21:36:54,21:37:16,M02,4,,,,
25209738,21:38:37,21:38:57,M03,5,,,,
25209738,21:40:21,21:40:47,M04,6,,,,
25209738,21:41:58,21:42:17,M05,7,,,,
25209738,21:43:44,21:44:04,M06,8,,,,
25209738,21:45:28,21:45:55,M07,9,,,,
25209738,21:47:05,21:47:26,M08,10,,,,
25209738,21:48:27,21:48:54,M09,11,,,,
25209738,21:49:50,21:50:11,M10,12,,,,
25209738,21:51:17,21:51:47,M11,13,,,,
25209738,21:52:33,21:52:55,M12,14,,,,
25209738,21:53:59,21:54:26,M29,15,,,,
25209738,21:55:46,21:56:16,M45,16,,,,
25209738,21:58:26,21:58:26,M46,17,,,,
25209740,22:30:00,22:30:00,M50,0,,,,
25209740,22:31:24,22:31:54,M44,1,,,,
25209740,22:33:45,22:34:07,M43,2,,,,
25209740,22:35:19,22:35:40,M01,3,,,,
25209740,22:36:54,22:37:16,M02,4,,,,
25209740,22:38:37,22:38:57,M03,5,,,,
25209740,22:40:21,22:40:47,M04,6,,,,
25209740,22:41:58,22:42:17,M05,7,,,,
25209740,22:43:44,22:44:04,M06,8,,,,
25209740,22:45:28,22:45:55,M07,9,,,,
25209740,22:47:05,22:47:26,M08,10,,,,
25209740,22:48:27,22:48:54,M09,11,,,,
25209740,22:49:50,22:50:11,M10,12,,,,
25209740,22:51:17,22:51:47,M11,13,,,,
25209740,22:52:33,22:52:55,M12,14,,,,
25209740,22:53:59,22:54:26,M29,15,,,,
25209740,22:55:46,22:56:16,M45,16,,,,
25209740,22:58:26,22:58:26,M46,17,,,,
25209742,06:30:00,06:30:00,M50,0,,,,
